Species,Number,Leaf no.,Fresh leaves,,Dry leaves,,,,Species,Number,Combustibility 
,,,Ignibility (s),Sustainability (s),Ignibility (s),Sustainability (s),,,,,mg DW s-1
Parthenocissus tricuspidata,,8,3.68,49.68,1.12,30.87,,,,,
Parthenocissus tricuspidata,,9,4.11,32.16,0.66,25.69,,,,,
Parthenocissus tricuspidata,,10,10.11,42.76,0.99,19.46,,,,,
Parthenocissus tricuspidata,3,1,9.05,28.8,0.67,22.32,,,,,
Parthenocissus tricuspidata,,2,11.49,34.44,0.67,15.62,,,,,
Parthenocissus tricuspidata,,3,5.52,44.75,0.59,25.77,,,,,
Parthenocissus tricuspidata,,4,5.86,49.44,0.66,15.31,,,,,
Parthenocissus tricuspidata,,5,4.21,33.11,0.47,17.91,,,,,
Parthenocissus tricuspidata,,6,4.61,40.76,0.41,15.47,,,,,
Parthenocissus tricuspidata,,7,4.07,34.72,0.33,14.81,,,,,
Parthenocissus tricuspidata,,8,3.21,26.62,1.37,28,,,,,
Parthenocissus tricuspidata,,9,6.62,27.6,0.87,23.27,,,,,
Parthenocissus tricuspidata,,10,5.05,41.73,0.87,29.87,,,,,
Parthenocissus tricuspidata,4,1,6.24,29.75,0.73,20.02,,,,,
Parthenocissus tricuspidata,,2,6.69,30.27,1.26,13.47,,,,,
Parthenocissus tricuspidata,,3,3.68,33,0.73,16.69,,,,,
Parthenocissus tricuspidata,,4,7.79,24.92,0.54,15.35,,,,,
Parthenocissus tricuspidata,,5,4.18,41.48,0.73,14.71,,,,,
Parthenocissus tricuspidata,,6,4.21,30.81,0.93,23.04,,,,,
Parthenocissus tricuspidata,,7,5.9,42.18,0.61,17.12,,,,,
Parthenocissus tricuspidata,,8,5.57,35.6,1.01,28.83,,,,,
Parthenocissus tricuspidata,,9,3.61,26.78,0.46,11.93,,,,,
Parthenocissus tricuspidata,,10,5.89,28.38,0.92,22,,,,,
Parthenocissus tricuspidata,5,1,5.24,29.73,0.86,10.19,,,,,
Parthenocissus tricuspidata,,2,4.32,21.26,0.87,16.88,,,,,
Parthenocissus tricuspidata,,3,3.73,23.21,0.46,13.47,,,,,
Parthenocissus tricuspidata,,4,4.58,28.48,1.19,18.92,,,,,
Parthenocissus tricuspidata,,5,3.47,20.19,0.6,10.62,,,,,
Parthenocissus tricuspidata,,6,5.81,28.96,0.86,15.08,,,,,
Parthenocissus tricuspidata,,7,5.01,22.46,0.87,12.88,,,,,
Parthenocissus tricuspidata,,8,3.67,33.33,1.38,14.75,,,,,
Parthenocissus tricuspidata,,9,6.35,35.76,1.18,9.55,,,,,
Parthenocissus tricuspidata,,10,3.68,33.45,1.12,18.7,,,,,
Phoenix canariensis,1,1,1.65,41.53,2.05,38.12,,,,,
Phoenix canariensis,,2,3.22,46.23,1.65,30.15,,,,,
Phoenix canariensis,,3,3.25,50.12,1.33,27.6,,,,,
Phoenix canariensis,,4,2.25,41.75,1.2,29.64,,,,,
Phoenix canariensis,,5,2.55,46.82,0.95,31.15,,,,,
Phoenix canariensis,,6,1.66,40.32,0.31,29.48,,,,,
Phoenix canariensis,,7,2.04,45.09,1.61,28.56,,,,,
Phoenix canariensis,,8,4.06,44.19,1.71,31.06,,,,,
Phoenix canariensis,,9,1.45,46.01,1.39,19.54,,,,,
Phoenix canariensis,,10,2.12,41.92,1.64,22.57,,,,,
Phoenix canariensis,2,1,2.42,58.42,1.94,23.63,,,,,
Phoenix canariensis,,2,2.86,70.03,1.71,18.29,,,,,
Phoenix canariensis,,3,3.28,55.44,1.97,18.69,,,,,
Phoenix canariensis,,4,3.24,53.97,2.42,21.1,,,,,
Phoenix canariensis,,5,2.96,71.7,1.93,18.88,,,,,
Phoenix canariensis,,6,2.2,59.89,2.45,19.82,,,,,
Phoenix canariensis,,7,3.22,57,1.98,22.15,,,,,
Phoenix canariensis,,8,1.81,51.66,2.3,19.83,,,,,
Phoenix canariensis,,9,2.82,62.65,1.84,18.62,,,,,
Phoenix canariensis,,10,2.45,48.1,0.92,23.56,,,,,
Phoenix canariensis,3,1,2.54,71.95,2.17,21.16,,,,,
Phoenix canariensis,,2,2.37,76.91,1.9,23.74,,,,,
Phoenix canariensis,,3,2.51,45.38,1.51,13.37,,,,,
Phoenix canariensis,,4,2.23,55.03,1.98,21.69,,,,,
Phoenix canariensis,,5,1.7,49.12,2.17,19.37,,,,,
Phoenix canariensis,,6,2.09,49.91,1.53,21.67,,,,,
Phoenix canariensis,,7,3.14,67.05,1.13,20.78,,,,,
Phoenix canariensis,,8,2.75,61.92,1.06,20.23,,,,,
Phoenix canariensis,,9,1.84,49.66,1.32,17.53,,,,,
Phoenix canariensis,,10,3.46,73.09,2.3,15.23,,,,,
Phoenix canariensis,4,1,2.29,31,1.42,16.78,,,,,
Phoenix canariensis,,2,2.58,67.93,1.2,15.88,,,,,
Phoenix canariensis,,3,1.88,47.54,1.32,9.73,,,,,
Phoenix canariensis,,4,2.98,60.98,2.3,25.39,,,,,
Phoenix canariensis,,5,1.91,76.88,1.85,20.43,,,,,
Phoenix canariensis,,6,2.14,70.79,1.06,14.37,,,,,
Phoenix canariensis,,7,2.4,77.33,1.19,23.06,,,,,
Phoenix canariensis,,8,1.81,59.1,1.12,28.28,,,,,
Phoenix canariensis,,9,2.06,49.09,1,15,,,,,
Phoenix canariensis,,10,1.51,81.11,1.72,14.89,,,,,
Phoenix canariensis,5,1,1.47,81.2,2.9,11.52,,,,,
Phoenix canariensis,,2,1.1,67.31,2.7,19.61,,,,,
Phoenix canariensis,,3,1.19,57.07,1.26,17.33,,,,,
Phoenix canariensis,,4,1.26,64.38,2.25,19.57,,,,,
Phoenix canariensis,,5,2.02,69.15,2.83,22.58,,,,,
Phoenix canariensis,,6,2.14,73.09,1.85,15.09,,,,,
Phoenix canariensis,,7,2.33,53.16,1.99,25.46,,,,,
Phoenix canariensis,,8,2.79,88.69,2.83,12.65,,,,,
Phoenix canariensis,,9,1.28,58.04,1.51,12.26,,,,,
Phoenix canariensis,,10,2.7,73.18,2.51,14.14,,,,,
Pinus pinea,1,1,7.68,19.21,1.66,12.52,,,,,
Pinus pinea,,2,4.07,28.84,1.46,10.14,,,,,
Pinus pinea,,3,6.75,29.66,1.46,10.8,,,,,
Pinus pinea,,4,4.78,22.39,1.52,14.23,,,,,
Pinus pinea,,5,8.25,25.85,2.38,13.6,,,,,
Pinus pinea,,6,7.34,31.5,1.6,11.96,,,,,
Pinus pinea,,7,5.2,32.77,1.26,9.65,,,,,
Pinus pinea,,8,8.69,26.33,2.17,11.22,,,,,
Pinus pinea,,9,5.84,24.3,1.45,15,,,,,
Pinus pinea,,10,7.03,17.54,1.59,16.59,,,,,
Pinus pinea,2,1,5.19,31.64,1.47,15.96,,,,,
Pinus pinea,,2,8.44,30.86,2.04,16.04,,,,,
Pinus pinea,,3,4.66,31.17,1.97,12.69,,,,,
Pinus pinea,,4,9.35,26.25,1.92,11.11,,,,,
Pinus pinea,,5,7.19,30.07,1.52,15.96,,,,,
Pinus pinea,,6,2.62,32.71,1.59,16.58,,,,,
Pinus pinea,,7,7.92,36.81,2.57,9.69,,,,,
Pinus pinea,,8,5.23,20.02,1.26,12.33,,,,,
Pinus pinea,,9,8.21,33.54,1.46,13.59,,,,,
Pinus pinea,,10,8.05,29.74,1.78,12.4,,,,,
Pinus pinea,3,1,4.45,27.02,1,16.8,,,,,
Pinus pinea,,2,7.89,30.17,2.24,15.47,,,,,
Pinus pinea,,3,6.95,30.54,2.57,19.56,,,,,
Pinus pinea,,4,6.31,55.2,2.04,13.79,,,,,
Pinus pinea,,5,7.41,70.86,2.23,13.11,,,,,
Pinus pinea,,6,3.78,38.78,1.92,10.09,,,,,
Pinus pinea,,7,5.83,67.91,2.11,13.74,,,,,
Pinus pinea,,8,8.78,34.6,1.91,10.69,,,,,
Pinus pinea,,9,9.22,48.79,1.79,14.57,,,,,
Pinus pinea,,10,5.99,33.32,2.31,23.51,,,,,
Pinus pinea,4,1,6.122,31.37,1.59,15.02,,,,,
Pinus pinea,,2,4.67,27.22,1.58,12.09,,,,,
Pinus pinea,,3,7.75,42.53,2.24,11.25,,,,,
Pinus pinea,,4,8.01,33.54,1.84,14.89,,,,,
Pinus pinea,,5,9.23,35.27,1.91,8.7,,,,,
Pinus pinea,,6,7.98,23.79,1.78,10.92,,,,,
Pinus pinea,,7,7.46,27.96,2.12,14.03,,,,,
Pinus pinea,,8,5.5,46.37,2.44,24.38,,,,,
Pinus pinea,,9,7.23,46.32,3.54,20.7,,,,,
Pinus pinea,,10,10.83,52.55,1.58,15.37,,,,,
Pinus pinea,5,1,6.31,19.77,1.72,15.38,,,,,
Pinus pinea,,2,5.23,28.22,1.32,17.94,,,,,
Pinus pinea,,3,6.64,25.97,2.1,10.53,,,,,
Pinus pinea,,4,5.38,29.83,1.45,12.18,,,,,
Pinus pinea,,5,5.31,35.34,1.79,15.97,,,,,
Pinus pinea,,6,6.7,35.99,1.65,10.11,,,,,
Pinus pinea,,7,6.67,38.46,2.32,13.83,,,,,
Pinus pinea,,8,5.5,29.52,1.51,12.07,,,,,
Pinus pinea,,9,7.5,35.59,1.73,18.24,,,,,
Pinus pinea,,10,5.31,32.98,1.78,13.04,,,,,
Podalyria calyptrata,1,1,9.83,38.04,0.64,6.79,,,,,
Podalyria calyptrata,,2,10.73,35.59,0.55,7.3,,,,,
Podalyria calyptrata,,3,9.19,28.53,0.63,6.54,,,,,
Podalyria calyptrata,,4,8.11,28.12,0.48,8.56,,,,,
Podalyria calyptrata,,5,8.19,32.27,0.58,8.19,,,,,
Podalyria calyptrata,,6,9.04,28.41,0.86,8.9,,,,,
Podalyria calyptrata,,7,10.96,19.56,0.69,7.62,,,,,
Podalyria calyptrata,,8,9.56,22.44,0.89,8.21,,,,,
Podalyria calyptrata,,9,9.44,26.41,1.2,12.01,,,,,
Podalyria calyptrata,,10,8.03,24.61,0.57,12.13,,,,,
Podalyria calyptrata,2,1,9.24,27.09,0.37,6.34,,,,,
Podalyria calyptrata,,2,9.51,27.03,0.54,7.19,,,,,
Podalyria calyptrata,,3,8.84,25.04,0.36,6.58,,,,,
Podalyria calyptrata,,4,10,24.31,0.38,9.91,,,,,
Podalyria calyptrata,,5,9.62,32.67,0.89,11.91,,,,,
Podalyria calyptrata,,6,11.71,21.34,0.47,6.06,,,,,
Podalyria calyptrata,,7,10.15,31.43,0.72,9.22,,,,,
Podalyria calyptrata,,8,10.56,28.2,0.75,10.15,,,,,
Podalyria calyptrata,,9,8.78,28.69,0.37,6.72,,,,,
Podalyria calyptrata,,10,7.71,21.33,0.56,10.07,,,,,
Podalyria calyptrata,3,1,9.18,24.44,0.43,5.82,,,,,
Podalyria calyptrata,,2,10.09,20.06,0.36,6.09,,,,,
Podalyria calyptrata,,3,8.64,19.18,0.76,6.05,,,,,
Podalyria calyptrata,,4,7.1,20.89,0.53,6.47,,,,,
Podalyria calyptrata,,5,8.24,25.64,0.39,5.24,,,,,
Podalyria calyptrata,,6,9.2,20.06,0.78,7.1,,,,,
Podalyria calyptrata,,7,8.85,24.3,0.42,6.79,,,,,
Podalyria calyptrata,,8,7.78,19.77,0.35,6.54,,,,,
Podalyria calyptrata,,9,9.25,22.2,0.65,8.98,,,,,
Podalyria calyptrata,,10,7.92,23.77,0.43,7.82,,,,,
Podalyria calyptrata,4,1,7.41,19.59,0.94,5.21,,,,,
Podalyria calyptrata,,2,6.91,18.62,0.67,6.41,,,,,
Podalyria calyptrata,,3,7.22,31.42,0.59,7.28,,,,,
Podalyria calyptrata,,4,8.26,26.17,0.78,5.77,,,,,
Podalyria calyptrata,,5,7.42,24.88,0.51,7,,,,,
Podalyria calyptrata,,6,6.99,18.37,0.52,5.97,,,,,
Podalyria calyptrata,,7,7,16.61,0.48,4.9,,,,,
Podalyria calyptrata,,8,8.64,15.67,0.42,7.41,,,,,
Podalyria calyptrata,,9,7.65,26.25,0.41,6.99,,,,,
Podalyria calyptrata,,10,7.27,23.55,0.53,7.85,,,,,
Podalyria calyptrata,5,1,4.76,27.58,0.39,6.75,,,,,
Podalyria calyptrata,,2,7.7,27.03,0.38,7.75,,,,,
Podalyria calyptrata,,3,12.58,19.65,0.42,9.53,,,,,
Podalyria calyptrata,,4,10.45,22.45,0.5,8.12,,,,,
Podalyria calyptrata,,5,8.12,35.51,0.62,8.66,,,,,
Podalyria calyptrata,,6,7.24,23.26,0.47,7.53,,,,,
Podalyria calyptrata,,7,8.51,29.97,0.64,6.92,,,,,
Podalyria calyptrata,,8,6.85,31.53,0.63,8.71,,,,,
Podalyria calyptrata,,9,7.99,26.95,0.54,10.26,,,,,
Podalyria calyptrata,,10,7.93,29.92,0.45,10.6,,,,,
Podocarpus latifolius,1,1,9.83,20.84,1.18,8.73,,,,,
Podocarpus latifolius,,2,6.34,26.85,0.61,13.86,,,,,
Podocarpus latifolius,,3,5.51,16.18,0.53,8.86,,,,,
Podocarpus latifolius,,4,5.91,13.72,0.86,8.44,,,,,
Podocarpus latifolius,,5,5.89,21.96,0.35,8.35,,,,,
Podocarpus latifolius,,6,8.85,29.76,0.6,8.93,,,,,
Podocarpus latifolius,,7,5.25,17.64,0.8,6.83,,,,,
Podocarpus latifolius,,8,6.16,29.58,0.34,8.61,,,,,
Podocarpus latifolius,,9,4.53,17.81,1.06,9.65,,,,,
Podocarpus latifolius,,10,10.74,15.51,0.81,8.69,,,,,
Podocarpus latifolius,2,1,6.69,18.37,0.74,8.1,,,,,
Podocarpus latifolius,,2,7.59,18.01,0.73,7.89,,,,,
Podocarpus latifolius,,3,6.43,13.81,0.59,5.31,,,,,
Podocarpus latifolius,,4,2.77,13.66,0.74,6.53,,,,,
Podocarpus latifolius,,5,5.71,12.11,0.47,8.83,,,,,
Podocarpus latifolius,,6,5.78,10.99,0.73,6.6,,,,,
Podocarpus latifolius,,7,4.86,8.05,0.86,9.94,,,,,
Podocarpus latifolius,,8,5.31,15.45,0.87,7.87,,,,,
Podocarpus latifolius,,9,5.18,18.01,0.6,6.24,,,,,
Podocarpus latifolius,,10,6.22,18.06,0.47,9.75,,,,,
Podocarpus latifolius,3,1,2.34,8.95,1,8.56,,,,,
Podocarpus latifolius,,2,4.56,12.39,0.73,9.23,,,,,
Podocarpus latifolius,,3,5.96,14.03,0.48,7.05,,,,,
Podocarpus latifolius,,4,4.6,12.73,1.18,6.59,,,,,
Podocarpus latifolius,,5,3.35,15.22,0.86,8.4,,,,,
Podocarpus latifolius,,6,4.39,9.7,0.61,8.46,,,,,
Podocarpus latifolius,,7,3.98,15.65,0.86,7.2,,,,,
Podocarpus latifolius,,8,5.96,16.85,1.12,7.21,,,,,
Podocarpus latifolius,,9,3.69,14.2,0.8,9.19,,,,,
Podocarpus latifolius,,10,3.47,14.22,1.18,4.35,,,,,
Podocarpus latifolius,4,1,4.99,18,0.75,7.87,,,,,
Podocarpus latifolius,,2,5.63,12.38,1,6.67,,,,,
Podocarpus latifolius,,3,5.46,10.04,0.8,8.23,,,,,
Podocarpus latifolius,,4,6.16,11.66,0.73,12.09,,,,,
Podocarpus latifolius,,5,6.61,23,0.87,9.86,,,,,
Podocarpus latifolius,,6,4,12.52,0.73,8.75,,,,,
Podocarpus latifolius,,7,5.85,11.39,0.8,9.66,,,,,
Podocarpus latifolius,,8,5.96,13.46,0.68,7.57,,,,,
Podocarpus latifolius,,9,6.34,27.15,0.72,8.55,,,,,
Podocarpus latifolius,,10,7.41,21.5,0.72,7.69,,,,,
Podocarpus latifolius,5,1,5.29,15.27,0.81,8.38,,,,,
Podocarpus latifolius,,2,4.22,11.35,0.99,9.7,,,,,
Podocarpus latifolius,,3,2.7,13.71,0.99,10.55,,,,,
Podocarpus latifolius,,4,5.57,9.83,1.13,7.51,,,,,
Podocarpus latifolius,,5,5.24,11.45,0.93,8.23,,,,,
Podocarpus latifolius,,6,5.47,14.75,0.93,10.91,,,,,
Podocarpus latifolius,,7,4.53,9.06,0.8,7.5,,,,,
Podocarpus latifolius,,8,6.55,12.24,0.8,7.94,,,,,
Podocarpus latifolius,,9,4.25,11.66,1.05,12.16,,,,,
Podocarpus latifolius,,10,4.68,13.93,0.86,5.93,,,,,
Populus sp.,1,1,2.05,23.04,1.44,15.71,,,,,
Populus sp.,,2,1.77,21.12,1.65,19.27,,,,,
Populus sp.,,3,2.43,21.99,1.12,17.87,,,,,
Populus sp.,,4,2.64,22.22,1.24,17.33,,,,,
Populus sp.,,5,1.67,21.76,1.16,12.15,,,,,
Populus sp.,,6,2.5,33.46,1.39,15.12,,,,,
Populus sp.,,7,2.56,15.22,1.2,8.65,,,,,
Populus sp.,,8,1.95,21.65,1.26,11,,,,,
Populus sp.,,9,2.71,29.98,0.99,10.87,,,,,
Populus sp.,,10,2.67,30.3,1,23.08,,,,,
Populus sp.,2,1,1.96,16.21,1.45,9.37,,,,,
Populus sp.,,2,2.88,16.27,1.58,15.75,,,,,
Populus sp.,,3,2.15,15.16,1.44,7.89,,,,,
Populus sp.,,4,1.33,11.87,1,8.27,,,,,
Populus sp.,,5,2.77,15.34,1.13,9.54,,,,,
Populus sp.,,6,3.53,14.1,1.25,7.55,,,,,
Populus sp.,,7,2.12,16.02,0.99,9.11,,,,,
Populus sp.,,8,2.7,17.13,1.26,7.31,,,,,
Populus sp.,,9,1.91,21.96,1.11,12.49,,,,,
Populus sp.,,10,1.32,15.88,1.13,10.22,,,,,
Populus sp.,3,1,2.43,17.3,1.61,15.8,,,,,
Populus sp.,,2,2.44,15.24,1.19,16.1,,,,,
Populus sp.,,3,2.37,10.47,1.26,6.89,,,,,
Populus sp.,,4,1.71,16.4,1.72,19.28,,,,,
Populus sp.,,5,3.89,15.26,1.32,12.14,,,,,
Populus sp.,,6,1.81,13.53,1.06,12.5,,,,,
Populus sp.,,7,2.23,18.26,1.39,10.85,,,,,
Populus sp.,,8,3.67,20.05,1.71,10.35,,,,,
Populus sp.,,9,1.56,15.16,1.19,8.74,,,,,
Populus sp.,,10,1.9,17.93,1.58,12.08,,,,,
Populus sp.,4,1,2.82,7.63,1.24,9.23,,,,,
Populus sp.,,2,1.46,14.34,0.99,14.84,,,,,
Populus sp.,,3,1.25,10.75,1.45,10.93,,,,,
Populus sp.,,4,1.58,14.77,1.19,10.92,,,,,
Populus sp.,,5,1.33,11.83,1.46,7.52,,,,,
Populus sp.,,6,2.04,13.94,1.65,9.83,,,,,
Populus sp.,,7,1.63,11.1,1.26,6.75,,,,,
Populus sp.,,8,2.31,14.46,0.92,8.62,,,,,
Populus sp.,,9,1.58,15.02,1.32,8.09,,,,,
Populus sp.,,10,1.71,14.52,1.26,10,,,,,
Populus sp.,5,1,1.13,10.74,1.25,8.11,,,,,
Populus sp.,,2,1.12,14.26,1.44,8.81,,,,,
Populus sp.,,3,1.46,11.23,1.51,12.31,,,,,
Populus sp.,,4,1.64,12.92,1.32,11.07,,,,,
Populus sp.,,5,2.1,12.85,1.19,12.49,,,,,
Populus sp.,,6,0.56,12.11,1.53,10.51,,,,,
Populus sp.,,7,1.51,14.36,1.23,5.16,,,,,
Populus sp.,,8,1.32,9.03,0.8,7.26,,,,,
Populus sp.,,9,1.85,11.99,1.44,10.84,,,,,
Populus sp.,,10,3.21,10.78,1,9.04,,,,,
Pyracantha angustifolia,1,1,5.34,16.76,1.59,10.96,,,,,
Pyracantha angustifolia,,2,4.46,12.02,1.19,9.43,,,,,
Pyracantha angustifolia,,3,3.03,12.37,1.06,7.96,,,,,
Pyracantha angustifolia,,4,4.47,11.07,1.33,8.63,,,,,
Pyracantha angustifolia,,5,3.99,18.23,0.8,12.63,,,,,
Pyracantha angustifolia,,6,4.26,12.05,1.19,13.21,,,,,
Pyracantha angustifolia,,7,3.67,13.88,1.26,9.42,,,,,
Pyracantha angustifolia,,8,3.75,12.58,1.18,20.68,,,,,
Pyracantha angustifolia,,9,4.8,11.66,1.12,11.06,,,,,
Pyracantha angustifolia,,10,3.74,11.55,1.07,8.92,,,,,
Pyracantha angustifolia,2,1,4.08,11.74,1.32,12.53,,,,,
Pyracantha angustifolia,,2,3.22,11.48,1.25,7.45,,,,,
Pyracantha angustifolia,,3,3.68,11.65,1.32,10.16,,,,,
Pyracantha angustifolia,,4,4.52,12.51,1.13,15.13,,,,,
Pyracantha angustifolia,,5,3.68,15.87,1.24,10.99,,,,,
Pyracantha angustifolia,,6,3.09,11.88,1.05,9.14,,,,,
Pyracantha angustifolia,,7,4.73,10.16,1.84,14.97,,,,,
Pyracantha angustifolia,,8,4.44,12.26,1.12,8.8,,,,,
Pyracantha angustifolia,,9,4.71,15.44,0.99,10.89,,,,,
Pyracantha angustifolia,,10,4.01,16.01,1.12,9.98,,,,,
Pyracantha angustifolia,3,1,3.53,18.19,0.92,7.92,,,,,
Pyracantha angustifolia,,2,4.07,11.98,1.07,9.27,,,,,
Pyracantha angustifolia,,3,4.41,11.16,0.99,5.3,,,,,
Pyracantha angustifolia,,4,4.26,13.13,0.93,11.93,,,,,
Pyracantha angustifolia,,5,4.65,17.71,1.05,8.55,,,,,
Pyracantha angustifolia,,6,4.26,14.49,0.87,10.44,,,,,
Pyracantha angustifolia,,7,4.82,11.2,1.32,13.97,,,,,
Pyracantha angustifolia,,8,5.05,13.94,1.12,11.2,,,,,
Pyracantha angustifolia,,9,4.65,13.86,1.38,6.77,,,,,
Pyracantha angustifolia,,10,4.39,14.54,0.99,9.86,,,,,
Pyracantha angustifolia,4,1,4.91,14.24,0.99,7.18,,,,,
Pyracantha angustifolia,,2,5.38,14.4,1.12,11.64,,,,,
Pyracantha angustifolia,,3,3.55,12.79,0.87,9.37,,,,,
Pyracantha angustifolia,,4,4.47,12.44,0.86,9.34,,,,,
Pyracantha angustifolia,,5,3.17,14.87,1,10.9,,,,,
Pyracantha angustifolia,,6,4.53,15.03,0.86,9.34,,,,,
Pyracantha angustifolia,,7,4.52,12.73,1.24,12.11,,,,,
Pyracantha angustifolia,,8,4.27,18.74,1.05,7.1,,,,,
Pyracantha angustifolia,,9,3.28,12.15,0.93,10.4,,,,,
Pyracantha angustifolia,,10,4.12,14.96,0.86,10.54,,,,,
Pyracantha angustifolia,5,1,3.6,12.76,1.12,17.33,,,,,
Pyracantha angustifolia,,2,3.67,14.02,0.99,9.89,,,,,
Pyracantha angustifolia,,3,3.87,10.41,1.17,10.39,,,,,
Pyracantha angustifolia,,4,3.6,12.87,0.86,7.66,,,,,
Pyracantha angustifolia,,5,4.91,11.12,1.18,7.19,,,,,
Pyracantha angustifolia,,6,3.55,13.08,1.32,8.68,,,,,
Pyracantha angustifolia,,7,3.54,11.33,0.94,11.37,,,,,
Pyracantha angustifolia,,8,2.3,16.16,0.92,10.36,,,,,
Pyracantha angustifolia,,9,1.92,14.59,0.86,6.02,,,,,
Pyracantha angustifolia,,10,3.46,11.56,0.94,9.63,,,,,
Pyrostegia venusta,1,1,4,14.97,2.65,9.19,,,,,
Pyrostegia venusta,,2,4.44,12.67,2.39,4.21,,,,,
Pyrostegia venusta,,3,4.21,11.87,2.99,5.74,,,,,
Pyrostegia venusta,,4,4.1,12.55,2.15,8.53,,,,,
Pyrostegia venusta,,5,3.81,18.61,2.16,6.33,,,,,
Pyrostegia venusta,,6,5,15.16,2.68,6.84,,,,,
Pyrostegia venusta,,7,3.8,11.33,2.38,8.34,,,,,
Pyrostegia venusta,,8,4.5,11.87,2.48,8.72,,,,,
Pyrostegia venusta,,9,4.18,14.81,2.06,8.58,,,,,
Pyrostegia venusta,,10,4.33,15.18,1.71,8.07,,,,,
Pyrostegia venusta,2,1,4.91,16.63,2,5.61,,,,,
Pyrostegia venusta,,2,4.61,15.33,1.64,5.53,,,,,
Pyrostegia venusta,,3,5.05,18.55,2.56,8.66,,,,,
Pyrostegia venusta,,4,3.66,14.74,2.12,7.14,,,,,
Pyrostegia venusta,,5,3.28,13.41,2.52,9.94,,,,,
Pyrostegia venusta,,6,3.77,11.26,2.05,9.55,,,,,
Pyrostegia venusta,,7,4.52,17.38,2.43,8.08,,,,,
Pyrostegia venusta,,8,4.38,18.91,1.92,11.59,,,,,
Pyrostegia venusta,,9,4.39,15.06,2.72,7.59,,,,,
Pyrostegia venusta,,10,3.96,15.94,2.95,11.52,,,,,
Pyrostegia venusta,3,1,4.2,15.23,1.77,10.14,,,,,
Pyrostegia venusta,,2,2.89,15.24,2.05,9.19,,,,,
Pyrostegia venusta,,3,4.46,16.02,2.5,11.72,,,,,
Pyrostegia venusta,,4,4.19,11.53,2.09,9.22,,,,,
Pyrostegia venusta,,5,4.54,22.65,1.93,7.18,,,,,
Pyrostegia venusta,,6,4.87,25.31,2.09,9.43,,,,,
Pyrostegia venusta,,7,3.92,24.77,1.96,8.98,,,,,
Pyrostegia venusta,,8,5.26,18.05,1.85,7.43,,,,,
Pyrostegia venusta,,9,3.93,15.71,1.98,8.22,,,,,
Pyrostegia venusta,,10,3.37,20.76,1.54,13.4,,,,,
Pyrostegia venusta,4,1,6.35,17.24,2.29,8.74,,,,,
Pyrostegia venusta,,2,3.9,20.63,1.84,12.13,,,,,
Pyrostegia venusta,,3,4.85,15.39,2.33,11.17,,,,,
Pyrostegia venusta,,4,3.64,16.53,1.64,16.55,,,,,
Pyrostegia venusta,,5,4.45,18.4,1.77,8.71,,,,,
Pyrostegia venusta,,6,3.98,16.3,1.89,9.16,,,,,
Pyrostegia venusta,,7,4.39,12.82,2.01,8.98,,,,,
Pyrostegia venusta,,8,4.05,17.33,1.97,6.59,,,,,
Pyrostegia venusta,,9,4.92,18.33,2.09,10.33,,,,,
Pyrostegia venusta,,10,4.14,15.97,2.03,8.05,,,,,
Pyrostegia venusta,5,1,4.79,21.15,2.17,7.88,,,,,
Pyrostegia venusta,,2,3.65,19.41,1.52,10.31,,,,,
Pyrostegia venusta,,3,5.04,13.8,2.35,10.03,,,,,
Pyrostegia venusta,,4,3.72,16.92,1.98,8.58,,,,,
Pyrostegia venusta,,5,3.86,15.18,2.39,9.08,,,,,
Pyrostegia venusta,,6,4.12,20.08,2.29,9.5,,,,,
Pyrostegia venusta,,7,4,12.71,1.56,6.3,,,,,
Pyrostegia venusta,,8,4.02,18.96,1.57,7.57,,,,,
Pyrostegia venusta,,9,4.72,14.77,1.99,9.04,,,,,
Pyrostegia venusta,,10,4.37,13.03,1.91,8.2,,,,,
Quercus palustris,1,1,1.56,7.53,1.6,16.87,,,,,
Quercus palustris,,2,1.83,9.16,1.15,13.62,,,,,
Quercus palustris,,3,0.99,11.08,1.51,10.34,,,,,
Quercus palustris,,4,1.97,12.88,1.19,13.44,,,,,
Quercus palustris,,5,1.77,10.34,1.42,12.03,,,,,
Quercus palustris,,6,1.99,8.8,1.01,15.02,,,,,
Quercus palustris,,7,1.09,12.66,1.15,12.1,,,,,
Quercus palustris,,8,1.89,11.38,1.45,10.24,,,,,
Quercus palustris,,9,1.95,11.76,1.11,10.53,,,,,
Quercus palustris,,10,1.73,11.89,1.2,9.02,,,,,
Quercus palustris,2,1,2.02,13.08,1.26,12.25,,,,,
Quercus palustris,,2,1.83,12.44,1.56,13.03,,,,,
Quercus palustris,,3,1.99,8.51,1.66,13.141,,,,,
Quercus palustris,,4,2.06,14.57,1.53,17.23,,,,,
Quercus palustris,,5,1.83,11.83,1.96,13.04,,,,,
Quercus palustris,,6,1.76,14.35,1.41,13.25,,,,,
Quercus palustris,,7,1.72,11.28,1.25,13.27,,,,,
Quercus palustris,,8,1.53,15.71,1.64,13.4,,,,,
Quercus palustris,,9,1.62,9.22,2.22,13.5,,,,,
Quercus palustris,,10,1.77,13.22,1.8,14.58,,,,,
Quercus palustris,3,1,1.63,11.61,0.76,17.64,,,,,
Quercus palustris,,2,1.6,12.84,1.32,13.2,,,,,
Quercus palustris,,3,1.54,16.72,0.86,12.45,,,,,
